lead_day,Platform,Campaign,Ad Name,Aff_param,Cost
2025-01-25,Google Display,Retargeting Display,Retargeting Banner 6,AFF-2202,89.37
2025-01-25,Google Search,Brand Search,Brand Core RSA,AFF-1201,949.48
2025-01-25,Google Search,Nonbrand Search,High Intent Terms,AFF-1202,1536.05
2025-01-25,LinkedIn,ABM Outreach,Enterprise ABM Lead Gen,AFF-5202,566.58
2025-01-25,LinkedIn,B2B Decision Makers,Director Persona Static,AFF-5201,751.97
2025-01-25,X / Twitter,Event Push,Launch Countdown Clip,AFF-7201,288.48
2025-01-25,X / Twitter,Thought Leadership,Analyst Thread Promo,AFF-7202,56.73
2025-01-25,YouTube,Explainer Video,Demo Reel 30s,AFF-6201,157.46
2025-01-25,YouTube,Testimonial Video,Customer Story Cutdown,AFF-6202,131.52
2025-01-26,Bing,Brand Search,Bing Brand Exact,AFF-3201,482.35
2025-01-26,Bing,Competitor Search,Conquest Phrase Match,AFF-3202,176.18
2025-01-26,Facebook,Prospecting Social,Lookalike Video v2,AFF-4202,807.31
2025-01-26,Facebook,Retargeting Social,Remarketing Carousel,AFF-4201,419.09
2025-01-26,Google Display,Prospecting Display,In-Market Display A,AFF-2201,421.74
2025-01-26,Google Display,Retargeting Display,Retargeting Banner 6,AFF-2202,462.87
2025-01-26,Google Search,Brand Search,Brand Core RSA,AFF-1201,882.59
2025-01-26,Google Search,Nonbrand Search,High Intent Terms,AFF-1202,977.07
2025-01-26,LinkedIn,B2B Decision Makers,Director Persona Static,AFF-5201,570.77
2025-01-26,X / Twitter,Event Push,Launch Countdown Clip,AFF-7201,376.23
2025-01-26,X / Twitter,Thought Leadership,Analyst Thread Promo,AFF-7202,106.69
2025-01-26,YouTube,Explainer Video,Demo Reel 30s,AFF-6201,224.92
2025-01-26,YouTube,Testimonial Video,Customer Story Cutdown,AFF-6202,140.34
2025-01-27,Bing,Brand Search,Bing Brand Exact,AFF-3201,822.42
2025-01-27,Bing,Competitor Search,Conquest Phrase Match,AFF-3202,179.23
2025-01-27,Facebook,Prospecting Social,Lookalike Video v2,AFF-4202,1173.13
2025-01-27,Facebook,Retargeting Social,Remarketing Carousel,AFF-4201,546.79
2025-01-27,Google Display,Prospecting Display,In-Market Display A,AFF-2201,325.78
2025-01-27,Google Display,Retargeting Display,Retargeting Banner 6,AFF-2202,281.53
2025-01-27,Google Search,Brand Search,Brand Core RSA,AFF-1201,1627.11
2025-01-27,Google Search,Nonbrand Search,High Intent Terms,AFF-1202,1742.21
2025-01-27,LinkedIn,ABM Outreach,Enterprise ABM Lead Gen,AFF-5202,131.79
2025-01-27,LinkedIn,B2B Decision Makers,Director Persona Static,AFF-5201,453.95
2025-01-27,X / Twitter,Event Push,Launch Countdown Clip,AFF-7201,115.49
2025-01-27,X / Twitter,Thought Leadership,Analyst Thread Promo,AFF-7202,158.51
2025-01-27,YouTube,Explainer Video,Demo Reel 30s,AFF-6201,356.37
2025-01-27,YouTube,Testimonial Video,Customer Story Cutdown,AFF-6202,220.01
2025-01-28,Bing,Brand Search,Bing Brand Exact,AFF-3201,491.05
2025-01-28,Bing,Competitor Search,Conquest Phrase Match,AFF-3202,234.92
2025-01-28,Facebook,Prospecting Social,Lookalike Video v2,AFF-4202,1250.76
2025-01-28,Facebook,Retargeting Social,Remarketing Carousel,AFF-4201,853.49
2025-01-28,Google Display,Prospecting Display,In-Market Display A,AFF-2201,417.94
2025-01-28,Google Display,Retargeting Display,Retargeting Banner 6,AFF-2202,372.61
2025-01-28,Google Search,Brand Search,Brand Core RSA,AFF-1201,1029.24
2025-01-28,Google Search,Nonbrand Search,High Intent Terms,AFF-1202,1295.6
2025-01-28,LinkedIn,ABM Outreach,Enterprise ABM Lead Gen,AFF-5202,276.61
2025-01-28,LinkedIn,B2B Decision Makers,Director Persona Static,AFF-5201,225.67
2025-01-28,X / Twitter,Event Push,Launch Countdown Clip,AFF-7201,271.74
2025-01-28,X / Twitter,Thought Leadership,Analyst Thread Promo,AFF-7202,145.58
2025-01-28,YouTube,Explainer Video,Demo Reel 30s,AFF-6201,142.61
2025-01-28,YouTube,Testimonial Video,Customer Story Cutdown,AFF-6202,66.43
2025-01-29,Bing,Brand Search,Bing Brand Exact,AFF-3201,878.2
2025-01-29,Bing,Competitor Search,Conquest Phrase Match,AFF-3202,382.7
2025-01-29,Facebook,Prospecting Social,Lookalike Video v2,AFF-4202,1363.16
2025-01-29,Facebook,Retargeting Social,Remarketing Carousel,AFF-4201,905.28
2025-01-29,Google Display,Prospecting Display,In-Market Display A,AFF-2201,597.45
2025-01-29,Google Display,Retargeting Display,Retargeting Banner 6,AFF-2202,272.22
2025-01-29,Google Search,Brand Search,Brand Core RSA,AFF-1201,1188.37
2025-01-29,Google Search,Nonbrand Search,High Intent Terms,AFF-1202,1162.29
2025-01-29,LinkedIn,ABM Outreach,Enterprise ABM Lead Gen,AFF-5202,367.28
2025-01-29,LinkedIn,B2B Decision Makers,Director Persona Static,AFF-5201,252.51
2025-01-29,X / Twitter,Event Push,Launch Countdown Clip,AFF-7201,55.39
2025-01-29,X / Twitter,Thought Leadership,Analyst Thread Promo,AFF-7202,229.71
2025-01-29,YouTube,Explainer Video,Demo Reel 30s,AFF-6201,361.28
2025-01-29,YouTube,Testimonial Video,Customer Story Cutdown,AFF-6202,329.17
2025-01-30,Bing,Brand Search,Bing Brand Exact,AFF-3201,678.36
2025-01-30,Bing,Competitor Search,Conquest Phrase Match,AFF-3202,716.5
2025-01-30,Facebook,Prospecting Social,Lookalike Video v2,AFF-4202,1137.96
2025-01-30,Facebook,Retargeting Social,Remarketing Carousel,AFF-4201,714.86
2025-01-30,Google Display,Prospecting Display,In-Market Display A,AFF-2201,286.49
2025-01-30,Google Display,Retargeting Display,Retargeting Banner 6,AFF-2202,550.81
2025-01-30,Google Search,Brand Search,Brand Core RSA,AFF-1201,1019.43
2025-01-30,Google Search,Nonbrand Search,High Intent Terms,AFF-1202,1808.98
2025-01-30,LinkedIn,ABM Outreach,Enterprise ABM Lead Gen,AFF-5202,133.05
2025-01-30,LinkedIn,B2B Decision Makers,Director Persona Static,AFF-5201,1319.95
2025-01-30,X / Twitter,Event Push,Launch Countdown Clip,AFF-7201,163.09
2025-01-30,X / Twitter,Thought Leadership,Analyst Thread Promo,AFF-7202,53.54
2025-01-30,YouTube,Explainer Video,Demo Reel 30s,AFF-6201,134.89
2025-01-30,YouTube,Testimonial Video,Customer Story Cutdown,AFF-6202,73.65
2025-01-31,Bing,Brand Search,Bing Brand Exact,AFF-3201,427.22
2025-01-31,Bing,Competitor Search,Conquest Phrase Match,AFF-3202,885.34
2025-01-31,Facebook,Prospecting Social,Lookalike Video v2,AFF-4202,1332.52
2025-01-31,Facebook,Retargeting Social,Remarketing Carousel,AFF-4201,697.34
2025-01-31,Google Display,Prospecting Display,In-Market Display A,AFF-2201,350.57
2025-01-31,Google Display,Retargeting Display,Retargeting Banner 6,AFF-2202,446.5
2025-01-31,Google Search,Brand Search,Brand Core RSA,AFF-1201,1110.51
2025-01-31,Google Search,Nonbrand Search,High Intent Terms,AFF-1202,1315.51
2025-01-31,LinkedIn,ABM Outreach,Enterprise ABM Lead Gen,AFF-5202,774.84
2025-01-31,LinkedIn,B2B Decision Makers,Director Persona Static,AFF-5201,232.23
2025-01-31,X / Twitter,Event Push,Launch Countdown Clip,AFF-7201,168.73
2025-01-31,X / Twitter,Thought Leadership,Analyst Thread Promo,AFF-7202,111.91
2025-01-31,YouTube,Explainer Video,Demo Reel 30s,AFF-6201,308.87
2025-01-31,YouTube,Testimonial Video,Customer Story Cutdown,AFF-6202,427.52
2025-02-01,Bing,Brand Search,Bing Brand Exact,AFF-3201,438.77
2025-02-01,Bing,Competitor Search,Conquest Phrase Match,AFF-3202,154.96
2025-02-01,Facebook,Prospecting Social,Lookalike Video v2,AFF-4202,632.87
2025-02-01,Facebook,Retargeting Social,Remarketing Carousel,AFF-4201,464.69
2025-02-01,Google Display,Prospecting Display,In-Market Display A,AFF-2201,620.68
2025-02-01,Google Display,Retargeting Display,Retargeting Banner 6,AFF-2202,249.52
2025-02-01,Google Search,Brand Search,Brand Core RSA,AFF-1201,1476.15
2025-02-01,Google Search,Nonbrand Search,High Intent Terms,AFF-1202,2004.37
2025-02-01,LinkedIn,ABM Outreach,Enterprise ABM Lead Gen,AFF-5202,730.54
2025-02-01,LinkedIn,B2B Decision Makers,Director Persona Static,AFF-5201,682.94
2025-02-01,X / Twitter,Event Push,Launch Countdown Clip,AFF-7201,218.28
2025-02-01,X / Twitter,Thought Leadership,Analyst Thread Promo,AFF-7202,55.96
2025-02-01,YouTube,Explainer Video,Demo Reel 30s,AFF-6201,393.61
2025-02-01,YouTube,Testimonial Video,Customer Story Cutdown,AFF-6202,147.3
2025-02-02,Bing,Brand Search,Bing Brand Exact,AFF-3201,615.16
2025-02-02,Bing,Competitor Search,Conquest Phrase Match,AFF-3202,772.0
2025-02-02,Facebook,Prospecting Social,Lookalike Video v2,AFF-4202,1184.42
2025-02-02,Facebook,Retargeting Social,Remarketing Carousel,AFF-4201,749.96
2025-02-02,Google Display,Prospecting Display,In-Market Display A,AFF-2201,368.8
2025-02-02,Google Display,Retargeting Display,Retargeting Banner 6,AFF-2202,480.36
2025-02-02,Google Search,Brand Search,Brand Core RSA,AFF-1201,1222.68
2025-02-02,Google Search,Nonbrand Search,High Intent Terms,AFF-1202,1891.02
2025-02-02,LinkedIn,ABM Outreach,Enterprise ABM Lead Gen,AFF-5202,967.62
2025-02-02,LinkedIn,B2B Decision Makers,Director Persona Static,AFF-5201,773.73
2025-02-02,X / Twitter,Event Push,Launch Countdown Clip,AFF-7201,215.71
2025-02-02,YouTube,Explainer Video,Demo Reel 30s,AFF-6201,78.34
2025-02-02,YouTube,Testimonial Video,Customer Story Cutdown,AFF-6202,278.96
2025-02-03,Bing,Brand Search,Bing Brand Exact,AFF-3201,844.37
2025-02-03,Bing,Competitor Search,Conquest Phrase Match,AFF-3202,853.32
2025-02-03,Facebook,Prospecting Social,Lookalike Video v2,AFF-4202,1410.27
2025-02-03,Facebook,Retargeting Social,Remarketing Carousel,AFF-4201,901.17
2025-02-03,Google Display,Prospecting Display,In-Market Display A,AFF-2201,437.34
2025-02-03,Google Display,Retargeting Display,Retargeting Banner 6,AFF-2202,371.91
2025-02-03,Google Search,Brand Search,Brand Core RSA,AFF-1201,1422.71
2025-02-03,Google Search,Nonbrand Search,High Intent Terms,AFF-1202,1413.56
2025-02-03,LinkedIn,ABM Outreach,Enterprise ABM Lead Gen,AFF-5202,546.09
2025-02-03,LinkedIn,B2B Decision Makers,Director Persona Static,AFF-5201,604.87
2025-02-03,X / Twitter,Event Push,Launch Countdown Clip,AFF-7201,112.59
2025-02-03,X / Twitter,Thought Leadership,Analyst Thread Promo,AFF-7202,164.82
2025-02-03,YouTube,Explainer Video,Demo Reel 30s,AFF-6201,219.92
2025-02-03,YouTube,Testimonial Video,Customer Story Cutdown,AFF-6202,225.67
2025-02-04,Bing,Brand Search,Bing Brand Exact,AFF-3201,1041.83
2025-02-04,Bing,Competitor Search,Conquest Phrase Match,AFF-3202,774.66
2025-02-04,Facebook,Prospecting Social,Lookalike Video v2,AFF-4202,1177.92
2025-02-04,Facebook,Retargeting Social,Remarketing Carousel,AFF-4201,1203.14
2025-02-04,Google Display,Prospecting Display,In-Market Display A,AFF-2201,511.64
2025-02-04,Google Display,Retargeting Display,Retargeting Banner 6,AFF-2202,183.15
2025-02-04,Google Search,Brand Search,Brand Core RSA,AFF-1201,1442.15
2025-02-04,Google Search,Nonbrand Search,High Intent Terms,AFF-1202,1888.09
2025-02-04,LinkedIn,ABM Outreach,Enterprise ABM Lead Gen,AFF-5202,245.86
2025-02-04,LinkedIn,B2B Decision Makers,Director Persona Static,AFF-5201,1032.83
2025-02-04,X / Twitter,Event Push,Launch Countdown Clip,AFF-7201,226.87
2025-02-04,YouTube,Explainer Video,Demo Reel 30s,AFF-6201,69.55
2025-02-04,YouTube,Testimonial Video,Customer Story Cutdown,AFF-6202,140.32
2025-02-05,Bing,Brand Search,Bing Brand Exact,AFF-3201,510.36
2025-02-05,Bing,Competitor Search,Conquest Phrase Match,AFF-3202,1046.06
2025-02-05,Facebook,Prospecting Social,Lookalike Video v2,AFF-4202,994.03
2025-02-05,Facebook,Retargeting Social,Remarketing Carousel,AFF-4201,797.74
2025-02-05,Google Display,Prospecting Display,In-Market Display A,AFF-2201,510.78
2025-02-05,Google Display,Retargeting Display,Retargeting Banner 6,AFF-2202,527.16
2025-02-05,Google Search,Brand Search,Brand Core RSA,AFF-1201,2035.5
2025-02-05,Google Search,Nonbrand Search,High Intent Terms,AFF-1202,1642.35
2025-02-05,LinkedIn,ABM Outreach,Enterprise ABM Lead Gen,AFF-5202,409.59
2025-02-05,LinkedIn,B2B Decision Makers,Director Persona Static,AFF-5201,653.7
2025-02-05,X / Twitter,Event Push,Launch Countdown Clip,AFF-7201,178.71
2025-02-05,X / Twitter,Thought Leadership,Analyst Thread Promo,AFF-7202,160.8
2025-02-05,YouTube,Explainer Video,Demo Reel 30s,AFF-6201,448.32
2025-02-05,YouTube,Testimonial Video,Customer Story Cutdown,AFF-6202,344.67
2025-02-06,Bing,Brand Search,Bing Brand Exact,AFF-3201,508.29
2025-02-06,Bing,Competitor Search,Conquest Phrase Match,AFF-3202,1164.67
2025-02-06,Facebook,Prospecting Social,Lookalike Video v2,AFF-4202,957.0
2025-02-06,Facebook,Retargeting Social,Remarketing Carousel,AFF-4201,786.35
2025-02-06,Google Display,Prospecting Display,In-Market Display A,AFF-2201,569.36
2025-02-06,Google Display,Retargeting Display,Retargeting Banner 6,AFF-2202,92.31
2025-02-06,Google Search,Brand Search,Brand Core RSA,AFF-1201,1879.24
2025-02-06,Google Search,Nonbrand Search,High Intent Terms,AFF-1202,2318.77
2025-02-06,LinkedIn,ABM Outreach,Enterprise ABM Lead Gen,AFF-5202,860.11
2025-02-06,LinkedIn,B2B Decision Makers,Director Persona Static,AFF-5201,979.41
2025-02-06,X / Twitter,Event Push,Launch Countdown Clip,AFF-7201,160.3
2025-02-06,X / Twitter,Thought Leadership,Analyst Thread Promo,AFF-7202,252.84
2025-02-06,YouTube,Explainer Video,Demo Reel 30s,AFF-6201,225.13
2025-02-06,YouTube,Testimonial Video,Customer Story Cutdown,AFF-6202,501.64
2025-02-07,Bing,Brand Search,Bing Brand Exact,AFF-3201,575.62
2025-02-07,Bing,Competitor Search,Conquest Phrase Match,AFF-3202,830.77
2025-02-07,Facebook,Prospecting Social,Lookalike Video v2,AFF-4202,841.21
2025-02-07,Facebook,Retargeting Social,Remarketing Carousel,AFF-4201,1337.56
2025-02-07,Google Display,Prospecting Display,In-Market Display A,AFF-2201,471.62
2025-02-07,Google Display,Retargeting Display,Retargeting Banner 6,AFF-2202,387.86
2025-02-07,Google Search,Brand Search,Brand Core RSA,AFF-1201,1184.34
2025-02-07,Google Search,Nonbrand Search,High Intent Terms,AFF-1202,1416.91
2025-02-07,LinkedIn,ABM Outreach,Enterprise ABM Lead Gen,AFF-5202,282.32
2025-02-07,LinkedIn,B2B Decision Makers,Director Persona Static,AFF-5201,619.28
2025-02-07,X / Twitter,Event Push,Launch Countdown Clip,AFF-7201,186.4
2025-02-07,X / Twitter,Thought Leadership,Analyst Thread Promo,AFF-7202,207.63
2025-02-07,YouTube,Explainer Video,Demo Reel 30s,AFF-6201,293.38
2025-02-07,YouTube,Testimonial Video,Customer Story Cutdown,AFF-6202,455.27
2025-02-08,Bing,Brand Search,Bing Brand Exact,AFF-3201,587.99
2025-02-08,Bing,Competitor Search,Conquest Phrase Match,AFF-3202,758.9
2025-02-08,Facebook,Prospecting Social,Lookalike Video v2,AFF-4202,506.14
2025-02-08,Facebook,Retargeting Social,Remarketing Carousel,AFF-4201,866.54
2025-02-08,Google Display,Prospecting Display,In-Market Display A,AFF-2201,507.89
2025-02-08,Google Display,Retargeting Display,Retargeting Banner 6,AFF-2202,438.22
2025-02-08,Google Search,Brand Search,Brand Core RSA,AFF-1201,1421.47
2025-02-08,Google Search,Nonbrand Search,High Intent Terms,AFF-1202,1527.89
2025-02-08,LinkedIn,ABM Outreach,Enterprise ABM Lead Gen,AFF-5202,871.98
2025-02-08,LinkedIn,B2B Decision Makers,Director Persona Static,AFF-5201,912.93
2025-02-08,X / Twitter,Event Push,Launch Countdown Clip,AFF-7201,310.02
2025-02-08,X / Twitter,Thought Leadership,Analyst Thread Promo,AFF-7202,109.47
2025-02-08,YouTube,Explainer Video,Demo Reel 30s,AFF-6201,67.18
2025-02-08,YouTube,Testimonial Video,Customer Story Cutdown,AFF-6202,194.36
2025-02-09,Bing,Brand Search,Bing Brand Exact,AFF-3201,1032.69
2025-02-09,Bing,Competitor Search,Conquest Phrase Match,AFF-3202,491.59
2025-02-09,Facebook,Prospecting Social,Lookalike Video v2,AFF-4202,929.93
2025-02-09,Facebook,Retargeting Social,Remarketing Carousel,AFF-4201,1283.35
2025-02-09,Google Display,Prospecting Display,In-Market Display A,AFF-2201,559.08
2025-02-09,Google Display,Retargeting Display,Retargeting Banner 6,AFF-2202,236.95
2025-02-09,Google Search,Brand Search,Brand Core RSA,AFF-1201,1380.15
2025-02-09,Google Search,Nonbrand Search,High Intent Terms,AFF-1202,1686.37
2025-02-09,LinkedIn,ABM Outreach,Enterprise ABM Lead Gen,AFF-5202,1271.72
2025-02-09,LinkedIn,B2B Decision Makers,Director Persona Static,AFF-5201,464.68
2025-02-09,X / Twitter,Event Push,Launch Countdown Clip,AFF-7201,273.15
2025-02-09,X / Twitter,Thought Leadership,Analyst Thread Promo,AFF-7202,98.93
2025-02-09,YouTube,Explainer Video,Demo Reel 30s,AFF-6201,269.17
2025-02-09,YouTube,Testimonial Video,Customer Story Cutdown,AFF-6202,196.34
2025-02-10,Bing,Brand Search,Bing Brand Exact,AFF-3201,1031.9
2025-02-10,Bing,Competitor Search,Conquest Phrase Match,AFF-3202,950.59
2025-02-10,Facebook,Prospecting Social,Lookalike Video v2,AFF-4202,1394.05
2025-02-10,Facebook,Retargeting Social,Remarketing Carousel,AFF-4201,521.76
2025-02-10,Google Display,Prospecting Display,In-Market Display A,AFF-2201,836.14
2025-02-10,Google Display,Retargeting Display,Retargeting Banner 6,AFF-2202,341.13
2025-02-10,Google Search,Brand Search,Brand Core RSA,AFF-1201,1039.4
2025-02-10,Google Search,Nonbrand Search,High Intent Terms,AFF-1202,1649.48
2025-02-10,LinkedIn,ABM Outreach,Enterprise ABM Lead Gen,AFF-5202,964.94
2025-02-10,LinkedIn,B2B Decision Makers,Director Persona Static,AFF-5201,998.39
2025-02-10,X / Twitter,Event Push,Launch Countdown Clip,AFF-7201,115.04
2025-02-10,X / Twitter,Thought Leadership,Analyst Thread Promo,AFF-7202,263.15
2025-02-10,YouTube,Explainer Video,Demo Reel 30s,AFF-6201,717.63
2025-02-10,YouTube,Testimonial Video,Customer Story Cutdown,AFF-6202,69.53
2025-02-11,Bing,Brand Search,Bing Brand Exact,AFF-3201,980.47
2025-02-11,Bing,Competitor Search,Conquest Phrase Match,AFF-3202,395.25
2025-02-11,Facebook,Prospecting Social,Lookalike Video v2,AFF-4202,1819.13
2025-02-11,Facebook,Retargeting Social,Remarketing Carousel,AFF-4201,896.47
2025-02-11,Google Display,Prospecting Display,In-Market Display A,AFF-2201,502.61
2025-02-11,Google Display,Retargeting Display,Retargeting Banner 6,AFF-2202,555.15
2025-02-11,Google Search,Brand Search,Brand Core RSA,AFF-1201,1022.8
2025-02-11,Google Search,Nonbrand Search,High Intent Terms,AFF-1202,1851.26
2025-02-11,LinkedIn,ABM Outreach,Enterprise ABM Lead Gen,AFF-5202,731.89
2025-02-11,LinkedIn,B2B Decision Makers,Director Persona Static,AFF-5201,589.15
2025-02-11,X / Twitter,Event Push,Launch Countdown Clip,AFF-7201,160.04
2025-02-11,X / Twitter,Thought Leadership,Analyst Thread Promo,AFF-7202,148.92
2025-02-11,YouTube,Explainer Video,Demo Reel 30s,AFF-6201,72.39
2025-02-11,YouTube,Testimonial Video,Customer Story Cutdown,AFF-6202,460.04
2025-02-12,Bing,Brand Search,Bing Brand Exact,AFF-3201,729.95
2025-02-12,Bing,Competitor Search,Conquest Phrase Match,AFF-3202,554.13
2025-02-12,Facebook,Prospecting Social,Lookalike Video v2,AFF-4202,1761.97
2025-02-12,Facebook,Retargeting Social,Remarketing Carousel,AFF-4201,1073.26
2025-02-12,Google Display,Prospecting Display,In-Market Display A,AFF-2201,545.03
2025-02-12,Google Display,Retargeting Display,Retargeting Banner 6,AFF-2202,315.98
2025-02-12,Google Search,Brand Search,Brand Core RSA,AFF-1201,1222.38
2025-02-12,Google Search,Nonbrand Search,High Intent Terms,AFF-1202,2018.24
2025-02-12,LinkedIn,ABM Outreach,Enterprise ABM Lead Gen,AFF-5202,1548.44
2025-02-12,LinkedIn,B2B Decision Makers,Director Persona Static,AFF-5201,978.52
2025-02-12,X / Twitter,Event Push,Launch Countdown Clip,AFF-7201,332.46
2025-02-12,YouTube,Explainer Video,Demo Reel 30s,AFF-6201,272.37
2025-02-12,YouTube,Testimonial Video,Customer Story Cutdown,AFF-6202,276.56
2025-02-13,Bing,Brand Search,Bing Brand Exact,AFF-3201,882.1
2025-02-13,Bing,Competitor Search,Conquest Phrase Match,AFF-3202,585.46
2025-02-13,Facebook,Prospecting Social,Lookalike Video v2,AFF-4202,1040.99
2025-02-13,Facebook,Retargeting Social,Remarketing Carousel,AFF-4201,1295.04
2025-02-13,Google Display,Prospecting Display,In-Market Display A,AFF-2201,467.95
2025-02-13,Google Display,Retargeting Display,Retargeting Banner 6,AFF-2202,458.05
2025-02-13,Google Search,Brand Search,Brand Core RSA,AFF-1201,1192.47
2025-02-13,Google Search,Nonbrand Search,High Intent Terms,AFF-1202,2131.02
2025-02-13,LinkedIn,ABM Outreach,Enterprise ABM Lead Gen,AFF-5202,436.62
2025-02-13,LinkedIn,B2B Decision Makers,Director Persona Static,AFF-5201,810.27
2025-02-13,X / Twitter,Thought Leadership,Analyst Thread Promo,AFF-7202,54.55
2025-02-13,YouTube,Explainer Video,Demo Reel 30s,AFF-6201,426.55
2025-02-13,YouTube,Testimonial Video,Customer Story Cutdown,AFF-6202,224.54
